"","siteid","lat","long","ecoreg","era","area","doc","no3","tn","tp","temp","precip","elev","forest","wetland","urban","ag","roads"
"720","FW08MD015",39.62420563,-78.42926826,"8","Year2008",8162.609863,2.71,0.25168,0.446,32.1888,10.6,932,NA,NA,NA,NA,NA,NA
"721","FW08MD016",39.64985757,-77.84047546,"8","Year2008",1402.660034,2.82,4.37462,4.575,92.8088,11.3,968,261.098,36.699,0.86,12.481,49.333,2.129
"722","FW08MD018",38.61579755,-77.1685603,"8","Year2008",31628,2.91,0.76315,1.303,76.8075,13.2,998,371.038,56.675,0.642,12.909,28.221,2.301
"723","FW08MD019",39.32188442,-77.41207915,"8","Year2008",2293.149902,2.5,2.90695,3.294,123.955,12,996,192.083,29.907,1.14,13.474,53.306,2.406
"724","FW08MD020",39.45734207,-77.79812723,"8","Year2008",15416.09961,2.96,0.96396,1.253,44.8163,11.6,985,452.95,71.115,0.193,6.901,20.621,1.491
"725","FW08MD021",39.31356348,-76.68983727,"8","Year2008",107.439003,2.35,1.16918,1.422,32.3213,12.6,1104,159.673,23.383,0.666,69.391,5.178,10.058
"726","FW08MD022",38.54956891,-75.74115058,"8","Year2008",1.990800023,2.19,0.04864,0.224,91.6563,13.2,1110,5.494,22.559,13.382,6.51,55.516,1.805
"727","FW08MD023",39.50344712,-78.90453199,"8","Year2008",1472.099976,5.05,0.57038,0.864,11.115,9.2,1004,726.769,80.173,0.458,5.304,9.615,1.099
"728","FW08MD024",39.18482927,-77.48622904,"8","Year2008",27687.09961,2.31,1.27763,1.523,39.3938,12,996,408.585,60.604,0.299,8.591,29.301,1.717
"729","FW08MD025",39.59254931,-77.30108026,"8","Year2008",1331.880005,2.67,2.74711,2.925,77.32,11.3,1029,196.126,27.883,1.135,10.052,58.665,2.135
"730","FW08MD026",38.62030273,-76.75526854,"8","Year2008",2.3598001,6.72,0.61936,0.954,46.095,13.2,1069,56.189,67.086,4.882,7.704,16.285,0.837
"731","FW08MD027",39.62553819,-78.75176281,"8","Year2008",2274.639893,1.83,0.00895,0.129,7.9625,10.8,919,655.785,80.266,0.298,6.177,10.138,1.344
"732","FW08MD028",39.31107179,-77.28332533,"8","Year2008",0.467999995,0.88,5.1085,5.619,4.4213,11.7,1032,174.5,10.385,0,88.27,0,6.65
"733","FW08MD030",38.51169112,-77.02282385,"8","Year2008",61.69850159,4.47,0.52915,0.868,131.3844,13.2,1017,47.896,50.975,6.255,26.615,13.355,3.815
"734","FW08ME013",47.13182679,-67.89810129,"8","Year2008",21423.40039,7.29,0.07112,0.343,11.6075,3.3,981,342.11,36.55,3.762,0.338,0.996,0.284
"735","FW08ME013",47.13182679,-67.89810129,"8","Year2008",21423.40039,7.29,0.07112,0.343,11.6075,3.3,981,342.11,36.55,3.762,0.338,0.996,0.284
"736","FW08ME013",47.13182679,-67.89810129,"8","Year2008",21423.40039,6,0.06714,0.358,16.6238,3.3,981,NA,NA,NA,NA,NA,NA
"737","FW08ME013",47.13182679,-67.89810129,"8","Year2008",21423.40039,6,0.06714,0.358,16.6238,3.3,981,NA,NA,NA,NA,NA,NA
"738","FW08ME016",47.1542792,-68.94424298,"5","Year2008",10481.40039,9.59,0.0276,0.331,4.8406,2.5,1000,384.85,51.454,5.416,0.08,0.013,0.35
"739","FW08ME017",45.87866622,-68.62034335,"8","Year2008",2577.689941,7.32,0.02368,0.268,8.9681,4.4,1008,320.571,75.689,8.657,0.296,0.003,0.476
"740","FW08ME018",44.73737623,-67.54984267,"8","Year2008",1188.709961,6.48,0.00097,0.246,4.9425,6.1,1231,95.88,69.715,11.267,0.868,2.794,0.727
"741","FW08ME019",43.49885449,-70.4642289,"8","Year2008",4361.370117,4.82,0.04722,0.325,5.2588,8.3,1149,283.039,78.649,5.831,5.249,3.208,1.333
"742","FW08ME020",46.97555966,-69.37837946,"5","Year2008",6.984899998,6.81,0.03742,0.318,20.3419,2.8,987,379.666,70.043,3.131,0,0,0
"743","FW08ME021",45.2573317,-68.94965872,"8","Year2008",867.1469727,2.95,0.06141,0.208,2.3788,5.2,1056,331.728,80.63,6.5,0.826,0.432,0.572
"744","FW08ME022",44.42154531,-69.70560359,"8","Year2008",14043.59961,5.85,0.06602,0.317,16.375,7,1083,320.112,68.615,7.404,2.953,3.452,0.986
"745","FW08ME026",44.501094,-69.67614081,"8","Year2008",13983.90039,6.31,0.06098,0.343,23.6813,6.6,1068,321.21,68.665,7.414,2.917,3.38,0.983
"746","FW08ME027",44.00308603,-70.09860987,"8","Year2008",8565.379883,5.87,0.0946,0.482,14.125,7.2,1147,420.569,79.122,4.555,3.624,2.438,1.068
"747","FW08MI017",42.5694993,-84.59279569,"8","Year2008",46.35430145,7.67,1.02894,1.663,53.5894,8.2,801,281.808,12.253,7.721,6.298,72.684,1.674
"748","FW08MI019",43.05631052,-85.594206,"8","Year2008",12405.7998,7.44,1.84089,2.713,106.8425,8.3,885,260.183,16.552,12.714,12.13,55.899,2.217
"749","FW08MI019",43.05631052,-85.594206,"8","Year2008",12405.7998,7.44,1.84089,2.713,106.8425,8.3,885,260.183,16.552,12.714,12.13,55.899,2.217
"750","FW08MI019",43.05631052,-85.594206,"8","Year2008",12405.7998,5.17,0.92842,1.531,51.0138,8.3,885,NA,NA,NA,NA,NA,NA
"751","FW08MI019",43.05631052,-85.594206,"8","Year2008",12405.7998,5.17,0.92842,1.531,51.0138,8.3,885,NA,NA,NA,NA,NA,NA
"752","FW08MI020",42.5522966,-82.58845921,"0","Year2008",3056.919922,1.4,0.26881,0.43,2.1125,9.2,800,229.94,18.121,8.68,9.958,60.402,1.989
"753","FW08MI020",42.5522966,-82.58845921,"0","Year2008",3056.919922,1.4,0.26881,0.43,2.1125,9.2,800,229.94,18.121,8.68,9.958,60.402,1.989
"754","FW08MI020",42.5522966,-82.58845921,"0","Year2008",3056.919922,1.75,0.22258,0.394,1.8569,9.2,800,NA,NA,NA,NA,NA,NA
"755","FW08MI020",42.5522966,-82.58845921,"0","Year2008",3056.919922,1.75,0.22258,0.394,1.8569,9.2,800,NA,NA,NA,NA,NA,NA
"756","FW08MI021",42.55558653,-82.98476731,"8","Year2008",235.6399994,5.94,1.96395,2.883,292.605,9.3,796,200.46,0.501,0.153,99.269,0.025,12.832
"757","FW08MI022",42.42834336,-85.58468357,"8","Year2008",52.07310104,3.07,0.52538,1.323,33.6713,8.7,923,282.182,28.533,8.718,9.057,44.722,2.117
"758","FW08MI023",42.06127146,-86.42369501,"8","Year2008",10812.5,3.23,0.93397,1.714,52.1063,9.5,947,272.153,10.379,12.326,13.905,59.741,2.298
"759","FW08MI024",43.34147415,-83.6244102,"8","Year2008",1977.050049,6.64,2.51326,3.125,35.199,8.3,748,234.298,19.336,14.108,6.696,57.251,1.643
"760","FW08MI025",43.93064022,-86.02687104,"5","Year2008",905.5180054,2.05,0.03115,0.136,22.7938,7.5,865,296.666,68.875,11.177,4.91,5.463,1.818
"761","FW08MI026",43.02233875,-86.02397272,"8","Year2008",13607.40039,6.78,1.78662,2.775,136.3238,8.6,855,256.147,16.001,12.068,15.061,54.138,2.454
"762","FW08MI028",43.31096671,-83.96788131,"8","Year2008",3017.290039,6.85,2.26295,3.106,131.195,8.5,762,254.997,23.331,10.298,21.606,41.182,2.904
"763","FW08MI029",44.31521583,-84.21130808,"5","Year2008",11.07369995,3.34,0.05113,0.206,26.4838,6.3,753,364.686,69.92,9.826,5.646,4.969,1.559
"764","FW08MI030",42.82315902,-84.93878113,"8","Year2008",3611.76001,5.13,2.33104,2.963,129.8263,8.2,848,282.581,14.466,15.751,16.714,51.003,2.591
"765","FW08MI031",46.29205997,-88.94178851,"5","Year2008",7.565400124,42.66,0.02479,1.468,36.3,4,823,508.328,52.498,44.564,2.07,0,1.169
"766","FW08MI032",45.65369383,-84.99923707,"5","Year2008",55.79150009,7.57,0.00525,0.323,32.28,6,798,226.488,38.3,20.317,4.077,16.815,1.249
"767","FW08MI033",42.54166704,-84.62802761,"8","Year2008",1798.98999,5.8,1.63154,2.363,63.7875,8.2,801,293.291,17.802,20.845,12.733,46.075,2.235
"768","FW08MI034",44.64747421,-84.09452464,"5","Year2008",3568.5,3.46,0.01743,0.256,14.32,5.7,742,372.475,58.513,10.821,9.179,2.071,2.14
"769","FW08MI035",42.80947231,-86.17005127,"8","Year2008",0.299699992,4.14,0.06818,0.603,79.6125,8.9,887,188.654,48.295,4.048,9.872,33.736,1.345
"770","FW08MI036",43.00435548,-82.52504024,"8","Year2008",1762.140015,9.7,4.23467,5.038,94.543,8.2,777,238.06,13.369,7.893,6.28,70.786,1.625
"771","FW08MI037",42.33162668,-83.00431104,"0","Year2008",6117.350098,1.61,0.25606,0.42,4.7063,9.5,833,226.727,14.938,8.386,28.771,38.382,3.981
"772","FW08MI038",42.0641964,-85.14743755,"8","Year2008",1368.349976,2.91,1.71238,2.081,17.3238,8.7,891,313.954,11.645,14.942,9.646,60.747,2
"773","FW08MI039",45.29254683,-87.44974689,"5","Year2008",1.933200002,41.32,0.01042,1.46,21.9175,6.2,776,185.046,9.684,90.316,0,0,0
"774","FW08MI041",44.02949646,-85.03818625,"5","Year2008",2989.070068,8.99,0.19121,0.779,38.6425,6.4,784,366.373,38.311,24.547,7.567,12.418,1.869
"775","FW08MI042",43.32695473,-86.00557496,"8","Year2008",6340.569824,7.12,0.23448,0.719,48.7375,8.3,853,337.453,40.421,18.665,7.637,19.668,1.902
"776","FW08MI043",46.05776629,-87.2473558,"5","Year2008",43.97309875,41.47,0.0511,1.224,13.2763,4.7,820,311.653,22.335,71.781,1.324,3.22,0.66
"777","FW08MI044",43.04412066,-84.86365254,"8","Year2008",1917.359985,5.44,0.63852,1.326,75.0913,8.1,834,230.54,9.94,10.113,6.936,71.038,1.78
"778","FW08MI045",44.1003082,-84.05017167,"5","Year2008",833.867981,2.8,0.12089,0.362,21.846,6.8,751,286.825,43.935,19.744,9.266,16.264,1.975
"779","FW08MI046",43.42079117,-85.79339856,"5","Year2008",6127.240234,6.64,0.25978,0.753,43.8313,7.8,873,341.053,40.376,18.94,7.611,19.451,1.891
"780","FW08MI047",46.88432593,-88.53444297,"5","Year2008",1291.469971,8.64,0.03588,0.435,25.9538,4.8,796,401.28,68.426,20.985,2.375,2.836,1.058
"781","FW08MI048",46.55484625,-85.11660588,"5","Year2008",1977.640015,28.8,0.07783,1.066,33.5663,4.6,841,241.785,35.176,57.589,2.256,0.629,0.921
"782","FW08MI050",45.08290496,-83.49055811,"5","Year2008",3226.959961,6.86,0.01845,0.392,17.77,6.2,727,260.75,44.211,28.605,5.701,10.043,1.398
"783","FW08MI052",42.94237762,-82.48532742,"8","Year2008",7.07859993,10.69,0.00158,0.736,21.285,8.5,798,194.654,32.337,19.967,30.669,11.695,3.443
"784","FW08MI053",42.54559156,-83.31093382,"8","Year2008",1.969200015,8.29,0.04785,1.52,145.0775,9.1,794,268.154,2.285,0.914,96.801,0,9.422
"785","FW08MI054",42.61668657,-85.72820112,"8","Year2008",4.595610142,5.69,0.16087,0.729,62.2263,8.4,935,235.161,21.21,4.222,4.203,69.933,1.602
"786","FW08MI055",46.9449983,-89.15259887,"5","Year2008",3.324779987,13.29,0.00073,0.57,25.6513,4.6,798,238.715,97.187,0.216,2.598,0,1.173
"787","FW08MI057",43.67562743,-85.46990525,"5","Year2008",4521.47998,5.93,0.28956,0.813,32.0563,7,845,358.837,39.303,21.695,7.59,16.557,1.844
"788","FW08MI058",42.94219653,-85.18561311,"8","Year2008",7605.890137,5.17,1.12089,1.935,109.0475,8.3,877,259.273,12.538,13.27,12.406,59.861,2.24
"789","FW08MI063",46.78711584,-88.74089617,"5","Year2008",1.067399979,4.14,0.08735,0.306,49.6025,4.7,797,319.007,80.101,0,7.251,12.395,1.359
"790","FW08MI077",43.61935318,-82.78240748,"8","Year2008",1.089900017,4.42,1.89832,2.369,28.0763,7.4,799,253.847,6.028,0,2.064,91.908,0.5
"791","FW08MI079",46.66531826,-88.17076379,"5","Year2008",8.591190338,26.52,0.00846,0.817,32.6994,3.4,840,558.642,54.139,38.8,1.865,0,0.853
"792","FW08MI080",46.18148384,-85.87592408,"5","Year2008",17.24399948,18.71,0.00457,0.881,36.6744,5.2,801,218.664,36.111,35.379,3.605,11.278,0.907
"793","FW08MN013",44.13244189,-91.72951957,"8","Year2008",152015,8.36,0.5033,1.398,99.1925,7,822,360.841,24.9,12.483,6.485,46.417,1.631
"794","FW08MN013",44.13244189,-91.72951957,"8","Year2008",152015,8.36,0.5033,1.398,99.1925,7,822,360.841,24.9,12.483,6.485,46.417,1.631
"795","FW08MN013",44.13244189,-91.72951957,"8","Year2008",152015,6.99,0.91005,1.839,207.135,7,822,NA,NA,NA,NA,NA,NA
"796","FW08MN013",44.13244189,-91.72951957,"8","Year2008",152015,6.99,0.91005,1.839,207.135,7,822,NA,NA,NA,NA,NA,NA
"797","FW08MN016",48.48513099,-93.72216467,"5","Year2008",3878.370117,12.37,0.00149,0.583,20.2963,2.8,663,390.623,26.95,64.898,1.16,1.898,0.454
"798","FW08MN016",48.48513099,-93.72216467,"5","Year2008",3878.370117,12.37,0.00149,0.583,20.2963,2.8,663,390.623,26.95,64.898,1.16,1.898,0.454
"799","FW08MN016",48.48513099,-93.72216467,"5","Year2008",3878.370117,30.98,0.00421,0.865,35.2088,2.8,663,NA,NA,NA,NA,NA,NA
"800","FW08MN016",48.48513099,-93.72216467,"5","Year2008",3878.370117,30.98,0.00421,0.865,35.2088,2.8,663,NA,NA,NA,NA,NA,NA
"801","FW08MN017",43.71939974,-95.04621986,"9","Year2008",3142.860107,5.13,0.00756,2.7,334.4388,6.8,711,467.895,0.773,3.174,5.871,82.824,1.546
"802","FW08MN018",45.12479458,-93.99623578,"8","Year2008",2886.75,4.57,0.06052,0.627,39.2456,6.7,733,354.984,7.63,4.862,5.091,72.026,1.567
"803","FW08MN019",45.29728822,-93.57205091,"8","Year2008",35808,6.82,0.25595,0.869,26.4513,6.6,749,401.372,35.747,20.67,4.185,25.429,1.318
"804","FW08MN021",43.76481527,-94.0407091,"9","Year2008",48.05810165,2.36,0.7662,1.311,58.4988,7.2,767,335.421,0.727,0.388,4.971,92.787,1.354
"805","FW08MN022",46.98701854,-92.81150078,"5","Year2008",3386.23999,10.76,0.08809,0.551,27.0525,3.6,720,439.778,34.908,43.77,3.868,3.766,1.155
"806","FW08MN023",47.89335758,-94.39085158,"5","Year2008",43.39690018,21,0,1.244,138.61,3.2,648,429.099,50.294,24.88,3.757,13.601,0.922
"807","FW08MN024",44.79955982,-93.53311913,"8","Year2008",42049.10156,4.87,0,1.145,128.9663,6.5,743,353.381,2.437,4.929,5.897,79.328,1.519
"808","FW08MN031",45.56509173,-92.79529833,"8","Year2008",15178.7002,7.26,0.01132,0.607,23.4413,5.8,772,338.305,48.195,21.886,4.468,16.638,1.291
"809","FW08MN032",48.70305838,-94.33570101,"5","Year2008",49247.60156,9.93,0.02499,0.479,23.3425,2.5,643,415.598,17.552,18.828,0.551,0.514,0.207
"810","FW08MN033",44.85127077,-93.98283292,"8","Year2008",2715.699951,7.44,1.52809,3.063,820.531,6.6,734,328.502,3.192,2.294,5.817,84.644,1.564
"811","FW08MN034",45.19240062,-94.28959125,"8","Year2008",2036.72998,5.4,0.22533,0.814,30.1525,6.5,715,368.419,7.77,5.35,5.119,72.576,1.529
"812","FW08MN035",45.23426325,-93.49636425,"8","Year2008",44749.89844,6.57,0.20992,0.916,32.8325,6.6,750,387.22,30.33,17.532,4.675,34.71,1.412
"813","FW08MN036",44.80659498,-93.01162789,"8","Year2008",94147.10156,5.99,1.34915,2.688,310.91,7,770,366.493,16.996,11.512,6.665,54.268,1.667
"814","FW08MN037",43.90668456,-94.06029727,"9","Year2008",724.4030151,4.24,0,0.609,120.8431,7,760,326.259,0.564,2.765,6.057,86.235,1.449
"815","FW08MN039",47.27309657,-93.78416192,"5","Year2008",7483.990234,7.54,0.00169,0.543,30.7956,3.4,692,416.999,48.602,22.864,2.677,5.711,1.032
"816","FW08MN040",44.04150615,-92.33873681,"8","Year2008",11.85910034,1.52,15.10186,16.025,114.9744,6.6,804,389.443,1.525,0,4.204,85.955,1.097
"817","FW08MN041",46.33407651,-94.01816973,"5","Year2008",114.322998,9.33,0.00141,0.489,44.5638,4.5,702,387.165,40.93,28.191,3.208,15.202,1.245
"818","FW08MN042",46.94815024,-92.43221878,"5","Year2008",1749.949951,9.96,0.01308,0.371,35.9025,3.4,740,471.038,41.713,39.738,1.91,0.583,0.71
"819","FW08MN043",47.25507906,-96.20331881,"9","Year2008",2290.209961,8.23,0.00094,0.593,57.7325,4.4,581,427.984,38.929,10.819,2.995,38.449,0.954
"820","FW08MN045",44.94299277,-95.77757323,"9","Year2008",10423.40039,8.21,0.05967,1.402,201.438,6.4,611,383.64,2.203,7.532,4.868,69.919,1.411
"821","FW08MN047",45.54743517,-93.39001306,"8","Year2008",2635.550049,13.81,0.00249,8.481,3331.556,5.7,743,365.102,25.263,17.336,3.893,28.279,1.226
"822","FW08MN049",44.3401456,-93.93939837,"8","Year2008",38012.60156,4.5,0.41819,1.575,85.8525,6.7,740,359.115,2.009,5.076,5.801,79.462,1.495
"823","FW08MN050",47.75501859,-91.53362378,"5","Year2008",32.03919983,24.3,0.01687,0.634,48.425,3.1,729,489.151,55.097,34.762,3.084,0,1.088
"824","FW08MN051",45.1617392,-92.75751604,"8","Year2008",16381.09961,4.45,0.03168,0.471,49.91,6.9,781,335.221,47.327,20.95,4.546,18.348,1.327
"825","FW08MN052",44.9773027,-93.24067239,"8","Year2008",50316.69922,7.77,0.14,0.878,80.0663,7.1,738,379.938,29.293,17.236,6.065,34.271,1.614
"826","FW08MN053",43.88897244,-91.32205218,"8","Year2008",161053,6.36,0.46168,1.506,196.9713,7.5,799,358.362,26.006,12.102,6.406,45.919,1.618
"827","FW08MN056",44.23856049,-92.4820842,"8","Year2008",2195.820068,2.64,4.24785,4.733,90.1606,6.7,799,362.955,7.869,1.474,11.438,68.263,2.168
"828","FW08MN057",46.33312953,-94.23261504,"5","Year2008",17701.19922,10.4,0.03211,0.559,33.7963,4.8,688,406.465,43.964,29.613,3.006,6.379,1.031
"829","FW08MN060",48.65556412,-94.98697243,"5","Year2008",13.58469963,12.73,0.00058,6.003,1084.131,2.6,587,380.706,3.572,87.486,1.776,0.053,1.192
"830","FW08MN061",44.55212694,-95.02509853,"9","Year2008",22254.69922,7.04,0,1.393,200.785,6.8,665,371.134,2.24,6.034,5.286,75.864,1.457
"831","FW08MN065",44.51765067,-94.0285755,"8","Year2008",27.41810036,6.4,0,0.544,213.1556,6.6,730,298.166,2.793,0.279,4.032,92.042,1.379
"832","FW08MN068",44.40724327,-93.61883443,"8","Year2008",5.631299973,23.28,0,26.05,11020.1,6.3,755,323.416,6.473,4.108,3.852,63.114,1.254
"833","FW08MN070",48.03552641,-92.90706796,"5","Year2008",6.640903164,21.91,0.0143,0.954,78.4306,2.8,684,NA,NA,NA,NA,NA,NA
"834","FW08MN076",48.3784576,-93.22725607,"5","Year2008",140.0559998,31.2,0.00452,1.048,67.3375,2.8,661,381.473,61.464,33.582,0.231,0.1,0.612
"835","FW08MN080",48.4723867,-93.80259854,"5","Year2008",751.4320068,32.79,0.00289,0.918,70.755,2.8,663,357.458,3.072,95.578,0.224,0.469,0.182
"836","FW08MN093",44.20717738,-92.98116751,"9","Year2008",11.32149982,3.44,1.5358,2.064,111.91,6.6,788,378.711,0.509,0,4.724,93.271,1.384
"837","FW08MN119",47.79805359,-95.38197964,"5","Year2008",694.882019,6.95,0.01976,0.525,50.5956,3.4,594,435.232,49.912,9.702,3.861,28.562,1.241
"838","FW08MO009",38.96336678,-90.41564742,"8","Year2008",443515,3.92,1.63777,0.099,14.9556,12.4,958,NA,NA,NA,NA,NA,NA
"839","FW08MO009",38.96336678,-90.41564742,"8","Year2008",443515,3.92,1.63777,0.099,14.9556,12.4,958,NA,NA,NA,NA,NA,NA
"840","FW08MO009",38.96336678,-90.41564742,"8","Year2008",443515,4.08,2.41661,2.744,127.2838,12.4,958,303.822,18.537,6.704,8.189,60.075,1.754
"841","FW08MO009",38.96336678,-90.41564742,"8","Year2008",443515,4.08,2.41661,2.744,127.2838,12.4,958,303.822,18.537,6.704,8.189,60.075,1.754
"842","FW08MO010",39.97807985,-91.70303678,"9","Year2008",2.058300018,5.38,2.31773,3.041,106.7119,11.5,963,195.165,3.061,0,5.159,89.55,1.464
"843","FW08MO011",37.02754135,-90.64281884,"8","Year2008",2604.600098,0.72,0.13732,0.288,13.8538,13.1,1168,289.865,86.935,0.512,3.151,5.632,1.019
"844","FW08MO011",37.02754135,-90.64281884,"8","Year2008",2604.600098,0.72,0.13732,0.288,13.8538,13.1,1168,289.865,86.935,0.512,3.151,5.632,1.019
"845","FW08MO011",37.02754135,-90.64281884,"8","Year2008",2604.600098,1.29,0.06,0.213,32.22,13.1,1168,NA,NA,NA,NA,NA,NA
"846","FW08MO011",37.02754135,-90.64281884,"8","Year2008",2604.600098,1.29,0.06,0.213,32.22,13.1,1168,NA,NA,NA,NA,NA,NA
"847","FW08MO012",39.73426795,-93.94027089,"9","Year2008",5.396550179,4.54,0.80007,1.349,104.4188,11.1,931,282.68,3.002,0.3,6.405,88.592,2.044
"848","FW08MO013",38.24012142,-91.8040483,"8","Year2008",8040.279785,1.6,0.15712,0.339,35.9875,12.5,1008,354.5,61.283,0.379,4.941,31.118,1.27
"849","FW08MO014",39.17605235,-90.71722261,"8","Year2008",364912,4.25,2.36955,2.95,140.4438,12,951,325.281,19.907,7.71,7.025,58.027,1.642
"850","FW08MO015",36.78476931,-93.71442871,"8","Year2008",481.5910034,0.64,2.09665,2.178,26.9731,13,1119,428.627,33.179,0.184,6.13,58.542,1.67
"851","FW08MO017",37.53897994,-92.36535919,"8","Year2008",1608.02002,1.5,0.3745,0.658,45.9413,12.8,1071,407.433,47.017,0.387,4.975,45.887,1.331
"852","FW08MO018",37.88324994,-90.54442032,"8","Year2008",679.914978,1.46,0.05881,0.281,26.4875,12.5,1063,308.833,70.211,0.349,4.812,20.652,1.271
"853","FW08MO019",38.68744106,-92.94991958,"8","Year2008",1399.599976,3.96,0.54806,1.221,152.0513,12.3,1013,276.852,29.146,1.486,5.454,61.903,1.387
"854","FW08MO021",38.30296785,-90.62706319,"8","Year2008",2216.600098,1.58,0.08606,0.273,28.36,12.4,1012,270.786,72.549,0.463,5.92,17.161,1.591
"855","FW08MO023",39.02826524,-93.68118812,"9","Year2008",260.4179993,5.85,1.11403,1.956,263.6263,12.2,1000,251.754,10.355,0.433,8.553,78.282,1.984
"856","FW08MO024",40.09405365,-92.83475533,"9","Year2008",31.61009979,4.92,0.03679,0.529,75.3406,11,1060,301.355,11.364,0.57,3.891,81.495,1.172
"857","FW08MO025",38.82911947,-90.41661409,"8","Year2008",1340110,3.1,0.96887,1.563,274.1425,12.7,964,995.71,8.844,1.893,3.074,31.238,0.912
"858","FW08MO026",39.21987267,-91.92117078,"9","Year2008",76.18789673,5.19,0.18625,0.803,111.441,11.9,986,250.13,19.44,0.593,4.13,73.607,1.294
"859","FW08MO027",37.13169643,-91.15586357,"8","Year2008",3570.959961,2.48,0.19049,0.466,21.5575,13,1147,334.696,78.907,0.372,3.408,15.319,0.955
"860","FW08MO029",38.52534582,-92.32154563,"8","Year2008",872.4860229,5.13,0.14551,0.891,226.4513,12.8,980,260.503,21.342,1.195,6.239,69.337,1.556
"861","FW08MO031",37.16702108,-94.50820826,"8","Year2008",717.7440186,1.33,2.08915,2.226,95.3625,14,1079,345.859,23.135,1.409,8.354,64.5,2.137
"862","FW08MO033",37.98371621,-91.35781261,"8","Year2008",2021.719971,1.59,0.1654,0.308,17.385,12.5,1039,339.131,66.139,0.365,5.04,26.094,1.184
"863","FW08MO035",39.20884366,-92.53459835,"8","Year2008",13.88650036,7.73,0.03008,0.694,87.0788,11.9,1003,236.32,53.548,0.94,4.968,36.289,1.04
"864","FW08MO036",39.09748535,-94.3516648,"9","Year2008",4.969799995,1.63,1.92706,2.146,108.6638,12.5,971,268.224,21.007,0,47.791,23.796,6.521
"865","FW08MO037",38.58090743,-90.82075056,"8","Year2008",1339360,3.19,1.00356,1.42,254.4125,12.4,979,996.179,8.826,1.892,3.059,31.244,0.91
"866","FW08MO038",37.05572415,-89.3853906,"8","Year2008",1828310,3.4,1.53577,1.984,222.2725,14.1,1207,805.251,11.877,3.054,4.498,38.619,1.141
"867","FW08MO039",39.2670902,-93.40940461,"9","Year2008",1242410,3.39,1.24975,1.873,329.6863,12.2,978,1053.49,7.198,1.887,2.867,29.219,0.868
"868","FW08MO041",37.23877984,-91.34514278,"8","Year2008",1904.589966,1.57,0.2773,0.473,14.4338,13.2,1102,349.442,76.495,0.21,3.343,18.174,0.881
"869","FW08MO044",37.42968171,-93.24450517,"8","Year2008",2.290499926,2.68,2.2192,2.913,210.653,13,1082,360.693,24.283,0.236,3.694,71.395,1.311
"870","FW08MO058",39.1538803,-91.62585609,"9","Year2008",1.601999998,13.48,0.00622,1.468,708.584,11.8,995,241.947,0,0,5.169,94.831,2.032
"871","FW08MO068",39.69717334,-94.88073103,"9","Year2008",69.62509918,2.01,2.51277,2.794,138.3175,11.8,910,315.592,29.246,0.419,6.947,57.254,1.573
